0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
51,0,0,0,51,0,51,0,0,0,0,0,0,51,0,0,0,0,0
0,0,0,0,49,0,0,0,49,0,0,51,0,0,51,0,0,0,51
0,0,0,50,0,0,0,0,49,0,0,0,0,0,0,0,51,0,0
51,0,51,0,0,49,0,0,0,0,0,0,50,50,0,50,0,0,0
0,50,0,0,0,0,51,0,50,0,50,51,0,0,0,51,0,50,0
0,0,0,50,49,0,0,49,49,50,0,0,49,0,0,0,0,0,0
0,50,0,0,0,50,0,50,50,0,0,50,0,50,50,0,50,50,0
0,50,0,0,50,50,0,50,0,49,0,0,0,0,50,0,0,0,50
50,0,0,0,0,49,0,50,0,0,50,50,0,50,0,0,0,50,0
0,0,0,50,0,0,0,0,0,50,0,0,0,0,50,0,50,0,0
0,0,49,0,0,50,0,49,0,50,0,0,50,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,49,0
0,0,0,0,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0
0,49,0,0,0,0,0,0,49,0,0,0,0,0,49,0,0,0,0
0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,49,0
0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
